id,image_id,llava_dsg,llava_tifa,llava-alt_dsg,fuyu_dsg,mplug_dsg,mplug_tifa,llava-alt_tifa,fuyu_tifa,llmscore_over,llmscore_ec,clipscore_norm,blipscore_norm,alignscore_norm,viescore,score
9,25,0.8571428571,0.625,0.8571428571,1,0.85714286,0.625,0.625,1,0,0,0.74,-0.56,0.75,8,0.625
9,26,1,0.75,1,1,1,0.75,0.75,0.625,0,1,0.74,-0.3,0.7,8,0.75
9,27,0.7142857143,0.625,0.7142857143,1,0.85714286,0.625,0.625,0.625,1,2,0.64,0.01,0.78,8,0.75
9,28,0.7142857143,0.5,0.8571428571,1,1,0.75,0.625,0.75,1,0,0.61,-0.13,0.64,8,0.625
9,29,0.8571428571,0.625,0.8571428571,0.8571428571,1,0.875,0.625,0.625,1,1,0.63,0.05,0.79,8,0.75
9,30,1,0.75,1,1,1,0.75,0.75,0.875,0,0,0.61,-0.87,0.77,8,0.75
9,31,0.7142857143,0.5,0.7142857143,0.7142857143,0.71428571,0.5,0.5,0.5,1,0,0.46,0.13,0.54,8,0.5
9,32,0.7142857143,0.5,0.7142857143,0.7142857143,0.57142857,0.625,0.5,0.375,2,4,0.63,0.31,0.58,7,0.5
9,33,0.5714285714,0.5,0.7142857143,0.2857142857,0.71428571,0.5,0.5,0,1,0,0.47,0.19,0.37,7,0.625
9,34,0.7142857143,0.5,0.7142857143,0.7142857143,0.71428571,0.5,0.5,0.625,1,0,0.55,0.26,0.55,7,0.625
9,35,0.7142857143,0.5,0.7142857143,0.7142857143,0.71428571,0.5,0.5,0.375,1,2,0.59,0.25,0.48,8,0.5
9,36,0.7142857143,0.625,0.7142857143,0.7142857143,0.71428571,0.5,0.5,0.5,1,0,0.49,0.04,0.52,7,0.625
9,37,0.7142857143,0.5,0.7142857143,0.7142857143,0.71428571,0.5,0.5,0.5,1,0,0.6,0,0.53,6,0.625
9,38,0.4285714286,0.375,0.7142857143,0.4285714286,0.85714286,0.5,0.375,0,1,0,0.46,0,0.33,7,0.75
9,39,0.7142857143,0.625,0.5714285714,0.7142857143,0.71428571,0.625,0.625,0.625,1,0,0.54,0.14,0.53,6,0.625
9,40,0.7142857143,0.5,0.7142857143,0.7142857143,0.71428571,0.625,0.5,0.5,1,0,0.52,-0.21,0.53,8,0.625
9,41,0.8571428571,0.5,1,1,1,0.75,0.75,0.5,0,0,0.75,-0.58,0.75,8,0.75
9,42,0.5714285714,0.5,0.5714285714,0.5714285714,0.57142857,0.5,0.375,0.5,2,4,0.67,0.09,0.61,8,0.375
9,43,0.5714285714,0.5,0.5714285714,0.5714285714,0.57142857,0.25,0.375,0.25,0,0,0.52,-0.06,0.47,8,0.25
9,44,0.5714285714,0.625,0.5714285714,0.4285714286,0.57142857,0.375,0.375,0.375,1,1,0.48,0.12,0.62,8,0.5
9,45,0.5714285714,0.375,0.5714285714,0.8571428571,0.57142857,0.375,0.375,0.375,0,0,0.62,-0.48,0.61,8,0.375
9,46,0.2857142857,0.625,0.2857142857,0.4285714286,0.28571429,0.375,0.5,0.375,2,4,0.42,-0.21,0.41,6,0.5
9,47,0.2857142857,0.375,0.5714285714,0.4285714286,0.42857143,0.25,0.375,0.25,3,8,0.55,-0.11,0.55,8,0.375
9,48,0.2857142857,0.5,0.4285714286,0.4285714286,0.71428571,0.375,0.375,0.375,3,9,0.41,-0.55,0.53,7,0.375
9,49,0.4285714286,0.5,0.4285714286,0.5714285714,0.42857143,0.375,0.375,0.375,1,2,0.51,-0.53,0.58,8,0.375
9,50,0.4285714286,0.375,0.4285714286,0.2857142857,0.57142857,0.375,0.375,0.375,3,7,0.46,-0.51,0.54,6,0.375
9,51,0.5714285714,0.5,0.5714285714,0.5714285714,0.57142857,0.5,0.5,0.5,1,0,0.46,-0.24,0.35,6,0.625
9,52,0.5714285714,0.5,0.5714285714,0.2857142857,0.57142857,0.5,0.5,0.125,1,0,0.41,-0.33,0.41,7,0.625
9,53,0.5714285714,0.5,0.7142857143,0.5714285714,0.71428571,0.5,0.5,0.5,1,0,0.34,0.14,0.43,7,0.625
9,54,0.7142857143,0.5,0.7142857143,0.5714285714,0.71428571,0.5,0.5,0.375,1,0,0.36,0.67,0.37,8,0.625
9,55,0.5714285714,0.5,0.7142857143,0.7142857143,0.71428571,0.5,0.5,0.625,1,0,0.55,0.43,0.49,7,0.5
9,56,0.2857142857,0.125,0.2857142857,0.5714285714,0.28571429,0.125,0.125,0.375,1,5,0.33,0.2,0.26,7,0.125
9,57,0.1428571429,0.125,0.2857142857,0.1428571429,0.57142857,0.5,0,0,4,8,0.27,-0.22,0.21,7,0.375
9,58,0.2857142857,0.375,0.4285714286,0.2857142857,0.28571429,0.375,0.375,0,2,3,0.31,0.74,0.33,8,0.375
9,59,0.2857142857,0.375,0.4285714286,0.4285714286,0.71428571,0.375,0.375,0.25,1,5,0.36,0.14,0.46,8,0.5
9,60,0.7142857143,0.625,0.7142857143,0.5714285714,0.71428571,0.5,0.5,0.5,1,4,0.41,0.55,0.35,8,0.625
9,61,0.7142857143,0.5,0.7142857143,0.5714285714,0.71428571,0.5,0.5,0.75,1,4,0.42,0.58,0.43,6,0.625
9,62,0.7142857143,0.5,0.7142857143,0.5714285714,1,0.5,0.5,0.625,1,0,0.44,0.62,0.44,8,0.625
9,63,0.5714285714,0.625,0.7142857143,0.5714285714,0.57142857,0.625,0.5,0.5,1,0,0.44,0.19,0.42,8,0.625
9,64,0.5714285714,0.5,0.7142857143,0.7142857143,0.57142857,0.5,0.5,0.5,0,2,0.36,0.28,0.36,6,0.625
9,65,0,0.125,0.2857142857,0.4285714286,0.71428571,0.5,0.25,0.5,3,4,0.21,0.71,0.35,5,0.75
9,66,0.5714285714,0.5,0.5714285714,0.5714285714,0.71428571,0.5,0.5,0.5,1,1,0.39,0.36,0.4,7,0.75
9,67,0.1428571429,0.25,0.1428571429,0.5714285714,0.42857143,0.25,0.25,0.25,3,9,0.33,-1.18,0.41,6,0.375
9,68,0.1428571429,0.125,0.1428571429,0.2857142857,0.14285714,0.5,0.25,0.5,3,4,0.43,-0.87,0.42,6,0.125
9,69,0.1428571429,0.125,0.1428571429,0.2857142857,0.57142857,0.375,0.375,0.25,3,9,0.39,-0.68,0.37,6,0.125
9,70,0.1428571429,0.125,0.1428571429,0.2857142857,0.71428571,0.125,0,0.25,4,8,0.07,-0.31,0.26,8,0.375
9,71,0,0.25,0,0,0.28571429,0.25,0.25,0.125,4,4,0.1,0.62,0.14,6,0.0
9,72,0.1428571429,0.375,0.2857142857,0.5714285714,0.28571429,0.25,0.5,0.125,2,3,0.14,-0.59,0.06,5,0.375
9,73,0.1428571429,0,0.1428571429,0.2857142857,0.42857143,0.125,0.125,0.125,5,9,0.14,0.31,0.15,7,0.125
9,74,0.1428571429,0.25,0.1428571429,0.4285714286,0.57142857,0.25,0.125,0.125,5,8,0.18,0.36,0.16,8,0.0
9,75,0.1428571429,0,0.1428571429,0.1428571429,0.14285714,0.25,0.125,0,4,9,0.15,0.08,0.16,6,0.0
10,0,0.8333333333,0.8333333333,1,0.8333333333,1,1,0.8333333333,0.6666666667,0,0,0.7,0.26,0.79,7,1.0
10,1,1,0.8333333333,1,0.6666666667,1,0.6666666667,0.8333333333,0.5,1,4,0.53,0.44,0.65,8,0.8333333333333334
10,2,1,1,1,0.8333333333,1,0.8333333333,0.8333333333,0.6666666667,1,4,0.71,0.32,0.81,8,0.8333333333333334
10,3,1,1,1,0.8333333333,1,0.8333333333,0.8333333333,0.8333333333,0,1,0.73,-0.08,0.84,8,1.0
10,4,0.8333333333,1,1,0.8333333333,1,1,0.8333333333,0.6666666667,0,0,0.66,0.24,0.81,7,0.8333333333333334
10,5,1,0.8333333333,1,0.5,1,0.8333333333,0.8333333333,0.5,0,0,0.63,0.24,0.83,8,1.0
10,6,0.6666666667,0.5,0.8333333333,0.6666666667,1,0.6666666667,0.5,0.5,1,4,0.6,0.3,0.72,8,0.6666666666666666
10,7,1,1,1,0.8333333333,1,0.8333333333,0.8333333333,0.6666666667,0,0,0.67,0.51,0.77,7,1.0
10,8,1,0.8333333333,1,0.8333333333,1,0.8333333333,1,0.8333333333,0,0,0.73,0.15,0.81,7,1.0
10,9,0.8333333333,0.8333333333,1,1,1,0.8333333333,0.8333333333,0.8333333333,1,1,0.63,0.48,0.78,8,0.8333333333333334
10,10,0.5,1,1,0.6666666667,1,0.8333333333,0.8333333333,0.5,0,1,0.63,0.23,0.76,8,1.0
10,11,1,0.8333333333,1,1,1,1,0.8333333333,0.5,5,4,0.59,0.54,0.66,7,0.8333333333333334
10,12,0.8333333333,1,0.8333333333,1,1,0.8333333333,0.8333333333,0.6666666667,0,2,0.64,0.55,0.72,8,1.0
10,13,0.6666666667,1,1,0.5,1,0.8333333333,0.8333333333,0.6666666667,1,4,0.75,0.47,0.72,8,0.8333333333333334
10,14,1,1,1,0.8333333333,1,0.8333333333,0.8333333333,0.5,1,5,0.65,0.32,0.73,7,1.0
10,15,1,0.8333333333,1,0.5,1,0.8333333333,0.8333333333,0.5,0,1,0.69,0.17,0.75,8,0.8333333333333334
10,16,0.8333333333,0.8333333333,1,1,1,1,0.8333333333,0.5,1,6,0.62,0.37,0.78,8,0.8333333333333334
10,17,0.8333333333,0.8333333333,1,0.6666666667,1,0.6666666667,0.8333333333,0.5,2,8,0.65,-0.06,0.78,8,1.0
10,18,0.5,0.3333333333,0.5,0.5,0.5,0.5,0.5,0.3333333333,1,5,0.24,0.39,0.18,6,0.3333333333333333
10,19,0.5,0.3333333333,0.5,0.6666666667,0.66666667,0.3333333333,0.3333333333,0.1666666667,5,9,0.19,0.57,0.21,6,0.3333333333333333
10,20,0.5,0.5,0.5,0.6666666667,0.5,0.3333333333,0.6666666667,0.1666666667,1,4,0.26,0.36,0.26,7,0.3333333333333333
10,21,0.5,0.3333333333,0.5,0.5,0.5,0.3333333333,0.3333333333,0.5,5,0,0.23,0.58,0.31,6,0.3333333333333333
10,22,0.5,0.3333333333,0.5,0.6666666667,0.5,0.5,0.3333333333,0.3333333333,5,9,0.28,0.21,0.35,6,0.3333333333333333
10,23,0.6666666667,0.6666666667,1,1,0.83333333,0.8333333333,0.6666666667,0.6666666667,1,1,0.51,0.4,0.65,8,0.8333333333333334
10,24,0.8333333333,0.8333333333,0.8333333333,0.6666666667,0.83333333,0.8333333333,0.6666666667,0.5,0,2,0.62,0.54,0.66,7,0.6666666666666666
10,25,0.6666666667,0.6666666667,0.8333333333,0.6666666667,0.66666667,0.5,0.6666666667,0.3333333333,1,4,0.59,0.61,0.72,9,0.6666666666666666
10,26,0.8333333333,0.6666666667,0.8333333333,0.5,0.83333333,0.6666666667,0.6666666667,0.1666666667,0,1,0.63,0.42,0.63,8,0.6666666666666666
10,27,0.8333333333,0.6666666667,0.8333333333,0.3333333333,1,0.6666666667,0.8333333333,0.5,1,1,0.64,0.25,0.76,8,0.8333333333333334
10,28,0.5,0.3333333333,0.5,0.3333333333,0.66666667,0.6666666667,0.5,0.3333333333,2,8,0.25,0.52,0.3,6,0.5
10,29,0.5,0.3333333333,0.5,0.6666666667,0.5,0.3333333333,0.3333333333,0.3333333333,5,4,0.3,0.39,0.22,7,0.3333333333333333
10,30,0.5,0.5,0.5,0.6666666667,0.5,0.3333333333,0.6666666667,0.1666666667,5,4,0.19,0.26,0.27,6,0.3333333333333333
10,31,0.5,0.3333333333,0.5,0.5,0.5,0.5,0.3333333333,0.3333333333,1,0,0.25,0.23,0.32,7,0.3333333333333333
10,32,0.5,0.5,0.5,0.6666666667,0.5,0.3333333333,0.5,0.3333333333,2,4,0.26,0.28,0.33,6,0.16666666666666666
10,33,0.5,0.5,0.6666666667,0.6666666667,0.66666667,0.6666666667,0.5,0.3333333333,4,4,0.34,0.52,0.37,6,0.3333333333333333
10,34,0.5,0.5,0.5,0.6666666667,0.66666667,0.6666666667,0.3333333333,0.1666666667,5,4,0.29,0.22,0.31,6,0.3333333333333333
10,35,0.5,0.3333333333,0.5,0.6666666667,0.5,0.5,0.5,0.3333333333,5,9,0.24,0.39,0.35,6,0.3333333333333333
10,36,0.5,0.3333333333,0.5,0.5,0.5,0.5,0.3333333333,0.1666666667,5,9,0.38,0,0.39,7,0.3333333333333333
10,37,0.5,0.3333333333,0.5,0.6666666667,0.5,0.5,0.5,0.1666666667,1,8,0.3,0.13,0.35,5,0.3333333333333333
10,38,0.3333333333,0.5,0.5,0.5,0.5,0.5,0.3333333333,0,2,4,0.21,0.49,0.13,3,0.3333333333333333
10,39,0.5,0.3333333333,0.5,0.5,0.5,0.6666666667,0.5,0.3333333333,5,4,0.18,1.01,0.15,6,0.3333333333333333
10,40,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3333333333,5,9,0.19,0.44,0.15,3,0.16666666666666666
10,41,0.3333333333,0.3333333333,0.3333333333,0.6666666667,0.33333333,0.3333333333,0.1666666667,0.1666666667,5,4,0.24,0.19,0.13,3,0.16666666666666666
10,42,0.6666666667,0.3333333333,0.6666666667,0.6666666667,0.83333333,0.5,0.5,0.1666666667,5,9,0.39,0.23,0.52,8,0.3333333333333333
10,43,0.5,0.5,0.5,0.3333333333,0.83333333,0.3333333333,0.5,0.1666666667,4,9,0.3,0.12,0.5,8,0.5
10,44,0.6666666667,0.3333333333,0.6666666667,0.6666666667,0.66666667,0.5,0.3333333333,0.1666666667,2,5,0.44,0.24,0.57,7,0.16666666666666666
10,45,0.5,0.3333333333,0.5,0.6666666667,0.83333333,0.6666666667,0.3333333333,0,3,7,0.42,0.15,0.48,7,0.16666666666666666
10,46,0.8333333333,0.6666666667,0.8333333333,0.5,0.83333333,0.3333333333,0.6666666667,0,3,4,0.41,0.24,0.5,6,0.3333333333333333
10,47,0.5,0.5,0.5,0.6666666667,0.5,0.3333333333,0.6666666667,0.3333333333,2,5,0.55,0.46,0.57,9,0.3333333333333333
10,48,0.5,0.3333333333,0.3333333333,1,0.66666667,0.6666666667,0.5,0.6666666667,5,9,0.5,0.21,0.4,7,0.3333333333333333
10,49,0.3333333333,0.3333333333,0.3333333333,0.5,0.5,0.5,0.5,0.3333333333,1,0,0.17,1.02,0.23,7,0.3333333333333333
10,50,0.5,0.6666666667,0.5,0.3333333333,0.5,0.5,0.5,0.1666666667,4,4,0.35,-0.33,0.13,7,0.16666666666666666
10,51,0.5,0.5,0.5,0.5,0.5,0.6666666667,0.3333333333,0.1666666667,1,4,0.25,-0.31,0.29,8,0.5
11,0,1,1,1,1,1,1,1,0.8,0,0,0.62,-1.01,0.67,8,1.0
11,1,1,1,1,0.6666666667,1,1,1,0.8,0,0,0.64,-0.71,0.66,8,1.0
11,2,1,0.8,1,1,1,1,1,0.8,0,0,0.59,-0.82,0.63,8,1.0
11,3,1,0.8,1,1,1,1,1,0.8,0,0,0.58,-0.97,0.61,8,1.0
11,4,1,1,1,0.6666666667,1,1,1,0.8,0,0,0.62,-0.58,0.66,8,1.0
11,5,1,1,1,1,1,1,1,0.6,0,0,0.6,-0.48,0.62,8,1.0
11,6,1,0.8,1,0.6666666667,1,1,1,0.8,0,0,0.69,-0.07,0.74,8,1.0
11,7,0.6666666667,0.6,1,0.6666666667,0.66666667,0.6,0.6,0.6,1,9,0.57,0.98,0.61,8,1.0
11,8,0.6666666667,0.6,1,0.6666666667,0.66666667,0.8,0.8,0.6,1,6,0.65,-0.02,0.67,8,0.8
11,9,0.6666666667,0.8,1,0.3333333333,0.66666667,0.6,0.8,0.6,1,3,0.62,0.13,0.69,8,1.0
11,10,0.6666666667,0.6,1,0.6666666667,0.66666667,0.6,0.8,0.4,1,1,0.65,0.21,0.61,7,0.6
11,11,0.3333333333,0.4,0.6666666667,0.6666666667,0.33333333,0.6,0.4,0.2,5,9,0.23,-0.69,0.21,7,0.4
11,12,0.3333333333,0.4,0.3333333333,0.3333333333,0.33333333,0.4,0.2,0.4,5,9,0.06,-0.59,0.14,5,0.4
12,0,1,0.7142857143,1,0.4,1,0.8571428571,0.8571428571,0.5714285714,0,2,0.66,-0.02,0.72,8,0.8571428571428571
12,1,0.6,0.5714285714,1,0.6,1,0.7142857143,0.7142857143,0.4285714286,1,0,0.57,-0.26,0.58,8,0.7142857142857143
12,2,0.6,0.5714285714,0.6,0.4,0.6,0.5714285714,0.5714285714,0.4285714286,1,0,0.59,-0.01,0.62,8,0.5714285714285714
12,3,0.8,0.7142857143,1,0.2,0.8,0.8571428571,0.8571428571,0.4285714286,0,1,0.6,-0.49,0.61,8,0.8571428571428571
12,4,0.8,0.5714285714,1,0.4,1,0.8571428571,0.8571428571,0.4285714286,0,1,0.54,-0.2,0.67,8,0.5714285714285714
12,5,0.8,0.7142857143,1,0.8,1,1,0.7142857143,0.5714285714,1,3,0.56,-0.32,0.71,8,0.8571428571428571
12,6,0.4,0.4285714286,0.4,0.2,0.4,0.7142857143,0.4285714286,0.2857142857,1,4,0.46,-0.01,0.57,5,0.5714285714285714
12,7,0.2,0.4285714286,0.6,0.2,0.4,0.5714285714,0.2857142857,0.2857142857,5,9,0.29,-0.05,0.42,3,0.42857142857142855
12,8,0.4,0.4285714286,0.4,0.4,0.6,0.5714285714,0.2857142857,0.2857142857,5,9,0.36,-0.06,0.49,2,0.5714285714285714
12,9,0.4,0.4285714286,0.4,0.4,0.8,0.7142857143,0.4285714286,0.2857142857,2,4,0.43,0.39,0.53,6,0.5714285714285714
12,10,0.2,0.2857142857,0.4,0.4,0.4,0.5714285714,0.2857142857,0.2857142857,2,4,0.35,0.59,0.39,8,0.7142857142857143
13,0,1,0.8571428571,1,0.8,1,1,1,0.7142857143,0,1,0.61,-0.19,0.76,8,0.8571428571428571
13,1,0.8,0.8571428571,0.8,0.6,0.8,0.8571428571,0.8571428571,0.4285714286,0,0,0.55,-0.48,0.64,7,0.7142857142857143
13,2,0.6,0.4285714286,1,0.4,1,0.7142857143,0.7142857143,0.2857142857,1,1,0.58,-0.84,0.56,8,0.5714285714285714
13,3,0.6,0.5714285714,0.8,0.6,0.8,0.8571428571,0.7142857143,0.7142857143,1,1,0.49,-0.78,0.55,7,0.5714285714285714
13,4,1,1,1,0.8,1,0.7142857143,1,0.5714285714,0,1,0.54,-0.45,0.62,8,0.8571428571428571
13,5,0.8,0.7142857143,0.8,1,0.8,0.7142857143,0.8571428571,0.5714285714,0,1,0.57,-0.36,0.58,7,0.7142857142857143
13,6,0.6,0.5714285714,0.6,0.6,0.6,0.7142857143,0.7142857143,0.5714285714,5,9,0.61,0.65,0.44,6,0.7142857142857143
13,7,0.6,0.7142857143,0.6,0.4,0.6,0.7142857143,0.7142857143,0.5714285714,4,7,0.49,0.53,0.4,6,0.7142857142857143
13,8,0.6,0.7142857143,0.6,0.4,0.4,0.4285714286,0.7142857143,0.4285714286,5,9,0.43,0.24,0.48,7,0.2857142857142857
13,9,0.6,0.7142857143,0.6,0.2,0.6,0.5714285714,0.7142857143,0.4285714286,4,6,0.52,0.34,0.35,7,0.5714285714285714
13,10,0.6,0.7142857143,0.6,0.4,0.6,0.7142857143,0.7142857143,0.4285714286,3,9,0.42,0.31,0.37,7,0.5714285714285714
13,11,0.2,0.2857142857,0.4,0.2,0.8,0.5714285714,0.2857142857,0.1428571429,4,4,0.22,-0.58,0.11,7,0.5714285714285714
13,12,0.2,0.4285714286,0.2,0.4,0.2,0.1428571429,0.4285714286,0.1428571429,5,36,0.13,-0.35,0.15,10,0.14285714285714285
13,13,0,0.5714285714,0.2,0,0.2,0.5714285714,0.4285714286,0.1428571429,3,10,0.29,1.86,0.23,8,0.42857142857142855
13,14,0.4,0.7142857143,0.4,0.4,0.4,0.7142857143,0.5714285714,0.4285714286,1,3,0.32,0.83,0.45,6,0.2857142857142857
13,15,0.2,0.4285714286,0.2,0.4,0.2,0.4285714286,0.4285714286,0.4285714286,4,5,0.3,0.92,0.35,6,0.2857142857142857
13,16,0.2,0.4285714286,0.2,0.4,0.2,0.7142857143,0.2857142857,0.2857142857,1,4,0.52,-0.16,0.43,6,0.5714285714285714
13,17,0.2,0.4285714286,0.2,0.2,0.4,0.4285714286,0.2857142857,0.2857142857,1,5,0.5,-0.04,0.43,5,0.5714285714285714
13,18,0.2,0.2857142857,0.2,0,0.4,0.7142857143,0.2857142857,0.4285714286,1,4,0.5,-0.26,0.42,6,0.5714285714285714
13,19,0.2,0.4285714286,0.2,0.2,0.2,0.5714285714,0.2857142857,0.2857142857,1,4,0.53,-0.25,0.44,7,0.5714285714285714
13,20,0.4,0.2857142857,0.4,0,0.4,0.4285714286,0.2857142857,0.2857142857,1,0,0.47,-0.16,0.42,7,0.42857142857142855
14,0,0.6666666667,1,0.6666666667,0.6666666667,0.66666667,1,1,0.6666666667,0,0,0.58,-0.06,0.68,9,1.0
14,1,0.6666666667,1,0.6666666667,1,0.66666667,1,1,1,0,0,0.68,0.39,0.8,9,1.0
14,2,0.6666666667,1,1,1,1,1,1,0.6666666667,0,0,0.55,-0.07,0.65,8,1.0
14,3,0.6666666667,1,0.6666666667,1,0.66666667,1,1,0.6666666667,0,0,0.6,0.12,0.77,8,1.0
14,4,0.6666666667,1,0.6666666667,1,0.66666667,1,1,0.6666666667,0,0,0.56,0.17,0.7,8,1.0
14,5,0.3333333333,0.3333333333,0.3333333333,0.6666666667,0.33333333,0.6666666667,0.6666666667,0.6666666667,0,0,0.61,0.63,0.59,9,0.6666666666666666
14,6,0.3333333333,0.3333333333,0.3333333333,0.6666666667,0.33333333,0.6666666667,0.6666666667,0.6666666667,0,0,0.58,0.34,0.59,9,0.6666666666666666
14,7,0.3333333333,0.6666666667,0.3333333333,0.6666666667,0.33333333,0.6666666667,0.6666666667,0.3333333333,0,0,0.58,0.31,0.6,8,0.6666666666666666
14,8,0.3333333333,0.6666666667,0.3333333333,0.6666666667,0.33333333,0.6666666667,0.6666666667,0.3333333333,0,0,0.57,0.06,0.53,8,0.6666666666666666
14,9,0.3333333333,0.3333333333,0.3333333333,0.6666666667,0.66666667,0.6666666667,0.6666666667,0.3333333333,0,0,0.59,0.22,0.5,8,0.6666666666666666
14,10,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.33333333,0.3333333333,0.3333333333,0.6666666667,5,4,0.28,0.98,0.31,8,0.3333333333333333
14,11,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.33333333,0.3333333333,0.3333333333,0.6666666667,5,0,0.28,-0.47,0.28,5,0.3333333333333333
14,12,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.33333333,0.3333333333,0.6666666667,0.6666666667,1,4,0.19,-0.55,0.27,7,0.3333333333333333
14,13,0.3333333333,0.3333333333,0.3333333333,0.6666666667,0.33333333,0.6666666667,0.6666666667,0.6666666667,0,0,0.58,0.42,0.53,8,0.6666666666666666
14,14,0.3333333333,0.6666666667,0.3333333333,0.3333333333,0.33333333,0.6666666667,0.6666666667,0.3333333333,0,0,0.55,0.29,0.54,8,1.0
14,15,0.3333333333,0.6666666667,0.3333333333,0.6666666667,1,1,0.6666666667,0.3333333333,0,0,0.57,0.44,0.57,8,1.0
14,16,0.3333333333,0.3333333333,0.3333333333,0.6666666667,0.33333333,0.6666666667,0.6666666667,0.3333333333,0,0,0.56,0.05,0.58,8,0.6666666666666666
14,17,0,0,0,0,0,0,0,0.3333333333,1,4,0.24,0.01,0.24,8,0.0
14,18,0,0,0,0,0,0,0,0.3333333333,1,0,0.31,-0.08,0.36,6,0.0
14,19,0,0,0,0,0,0,0,0.3333333333,1,4,0.29,-0.87,0.24,8,0.3333333333333333
15,0,0.75,1,1,0.25,1,0.875,0.875,0.5,0,0,0.66,-0.59,0.65,9,0.75
15,1,1,1,1,0.75,1,0.875,1,0.5,0,0,0.6,-0.55,0.66,8,0.75
15,2,1,0.875,1,0.5,1,0.875,0.875,0.75,0,0,0.56,0.1,0.66,8,0.75
15,3,1,1,1,0.75,1,0.875,0.875,0.75,0,0,0.63,-0.36,0.7,8,0.75
15,4,1,1,1,0.75,1,0.875,0.875,0.625,0,0,0.66,-0.52,0.69,8,0.75
15,5,1,0.875,1,0.75,0.75,0.875,0.875,0.5,0,1,0.58,-0.43,0.69,8,0.75
15,6,1,1,1,0.5,1,0.875,0.875,0.5,0,1,0.52,0.31,0.57,8,0.75
15,7,0.5,0.875,1,0.5,1,1,0.875,0.5,0,1,0.61,0.39,0.48,8,0.75
15,8,1,0.875,1,0.25,1,0.75,0.875,0.375,0,0,0.51,-0.11,0.55,9,0.75
15,9,0.75,1,1,0.75,1,0.75,0.875,0.5,0,0,0.54,0.2,0.63,8,0.75
15,10,0.25,0.375,0.25,0.5,0.5,0.375,0.5,0.625,1,0,0.39,-0.06,0.35,6,0.75
15,11,0.25,0.375,0.25,0.5,0.25,0.5,0.375,0.375,1,4,0.43,-0.1,0.41,7,0.875
15,12,0.25,0.375,0.5,0.25,0.5,0.625,0.625,0.375,1,4,0.44,-0.35,0.37,6,0.875
15,13,0.25,0.375,0.5,0.75,0.25,0.375,0.625,0.5,1,0,0.36,0.27,0.31,8,0.75
15,14,0.25,0.375,0.25,1,0.75,0.75,0.375,0.75,0,0,0.42,-0.29,0.37,7,0.875
16,0,0.5,0.6666666667,0.75,0.5,0.75,0.6666666667,0.6666666667,0.5,1,1,0.62,-0.08,0.69,8,0.8333333333333334
16,1,0.25,0.3333333333,0.5,0.75,0.25,0.3333333333,0.1666666667,0.6666666667,2,4,0.49,-0.09,0.52,6,0.3333333333333333
16,2,0.25,0.3333333333,0.25,0.5,0.25,0.3333333333,0.5,0.3333333333,2,6,0.52,-0.11,0.55,5,0.5
16,3,0.25,0.3333333333,0.25,0.5,0.25,0.3333333333,0.3333333333,0.3333333333,1,1,0.54,0.05,0.55,6,0.5
16,4,0.25,0.3333333333,0.25,0.5,0.25,0.5,0.3333333333,0.3333333333,2,4,0.56,0.24,0.56,6,0.5
16,5,0.25,0.3333333333,0.25,0.5,0.25,0.6666666667,0.3333333333,0.3333333333,1,4,0.52,-0.03,0.54,8,0.3333333333333333
16,6,0.25,0.5,0.25,0.5,0.5,0.6666666667,0.3333333333,0.3333333333,1,4,0.3,0.57,0.24,6,0.5
16,7,0.5,0.5,0.25,0,0.5,0.5,0.3333333333,0.1666666667,2,5,0.47,-0.05,0.29,8,0.6666666666666666
16,8,0.25,0.5,0.25,0.25,1,0.5,0.3333333333,0.3333333333,5,9,0.46,0.21,0.3,5,0.8333333333333334
16,9,0.25,0.3333333333,1,0.75,0.5,0.5,0.5,0.3333333333,2,4,0.49,0.4,0.33,6,0.8333333333333334
16,10,0.25,0.3333333333,0.25,0.75,0.75,0.5,0.1666666667,0.5,5,9,0.5,-0.18,0.4,8,0.6666666666666666
17,0,0.6666666667,0.7,0.8888888889,0.7777777778,1,0.9,0.9,0.4,2,6,0.56,0.24,0.67,7,0.8
17,1,0.7777777778,0.6,0.7777777778,1,0.77777778,0.6,0.7,0.4,1,1,0.54,-0.16,0.71,8,0.6
17,2,0.6666666667,0.6,0.7777777778,1,0.77777778,1,0.7,0.3,1,0,0.59,-0.32,0.72,8,0.8
17,3,0.7777777778,0.6,0.7777777778,0.8888888889,0.88888889,0.8,0.7,0.3,1,3,0.63,0.1,0.68,8,0.6
17,4,0.7777777778,0.7,0.7777777778,0.5555555556,0.77777778,0.7,0.7,0.3,1,0,0.53,-0.17,0.68,8,0.6
17,5,0.6666666667,0.5,0.7777777778,0.6666666667,0.77777778,0.8,0.7,0.2,2,7,0.56,0.38,0.71,8,0.7
17,6,0.4444444444,0.6,0.4444444444,0.5555555556,0.66666667,0.9,0.7,0.5,1,4,0.54,-0.35,0.57,8,0.6
17,7,0.6666666667,0.8,0.6666666667,0.5555555556,0.55555556,0.8,0.8,0.3,1,4,0.57,-0.26,0.62,8,0.7
